구분1,Device Name,Base Array,Wafer Name,PKG type,Body Size,FAB,DR,담당자,대리점,고객,지역,25Y 9월,25Y 10월,25Y 11월,25Y 12월,26Y 1월,26Y 2월,26Y 3월,26Y 4월,26Y 5월,26Y 6월,26Y 7월,26Y 8월,26Y 9월,26Y 10월,26Y 11월,26Y 12월,27Y 1월,27Y 2월,27Y 3월,27Y 4월,27Y 5월,27Y 6월,Netdie
26년3월16일 변경,A31G316RLN,A31G314C,A31G314C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,에스티엠,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,810"
26년3월16일 변경,A31G316RLN,A31G314C,A31G314C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,유엔씨에스아이,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,810"
26년3월16일 변경,A31G316RLN,A31G314C,A31G314C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,투에스텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,810"
26년3월16일 변경,A31G316RLN,A31G314C,A31G314C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,하이레버,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,810"
26년3월16일 변경,A31G316RLN,A31G314C,A31G314C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,한국알앤디,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,810"
26년3월16일 변경,A31G316RLN,A31G314C,A31G314C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,o2solution,트루와이드,영업3팀,,,,,,,8,78,,,,,,,,,,,,,,,"3,810"
26년3월16일 변경,A31G316RLN,A31G314C,A31G314C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,이데아아이앤씨주식회사,양지인더스트리,영업3팀,,,,,,,,,,2,,,,,2,,,,,,,,"3,810"
26년3월16일 변경,A31G316RLN,A31G314C,A31G314C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,주식회사 세일테크놀러지,디에이텍,영업3팀,,,,,,,42,27,27,27,40,42,6,42,42,,,,,,,,"3,810"
26년3월16일 변경,A31G316RLN,A31G314C,A31G314C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,주식회사 세일테크놀러지,위텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,810"
26년3월16일 변경,A31G316RLN,A31G314C,A31G314C,64_LQFP,10x10-0.5,FAB-6,0.07,이금란,ALTAS,YAFU,법인,,,,,,,,,,,,,,,,,,,,,,,"3,810"
26년3월16일 변경,A31G316RLN,A31G314C,A31G314C,64_LQFP,10x10-0.5,FAB-6,0.07,이금란,CCD,WCN,법인,,,,,,,,,,,,,,,,,,,,,,,"3,810"
26년3월16일 변경,A31G316RLN,A31G314C,A31G314C,64_LQFP,10x10-0.5,FAB-6,0.07,이영도,제노스전자(주),드림피스,영업3팀,,,,,,,,,,2,,2,,2,2,3,,,,,,,"3,810"
26년3월16일 변경,A31G324CLN,A31G324F,A31G324F,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,로이텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,485"
26년3월16일 변경,A31G324CLN,A31G324F,A31G324F,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,세스코,영업3팀,,,,,,,,,,,,,,,,5,,,,,,,"4,485"
26년3월16일 변경,A31G324CLN,A31G324F,A31G324F,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,이데아아이앤씨주식회사,APR,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,485"
26년3월16일 변경,A31G324CLN,A31G324F,A31G324F,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,이데아아이앤씨주식회사,이엠텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,485"
26년3월16일 변경,A31G324CLN,A31G324F,A31G324F,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,주식회사 세일테크놀러지,금오전자,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,485"
26년3월16일 변경,A31G324CLN,A31G324F,A31G324F,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,주식회사 세일테크놀러지,바이컴,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,485"
26년3월16일 변경,A31G324CLN,A31G324F,A31G324F,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,주식회사 세일테크놀러지,센텍코리아,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,485"
26년3월16일 변경,A31G324CLN,A31G324F,A31G324F,48_LQFP,7x7-0.5,FAB-6,0.07,이금란,GREATAR,Aroma,법인,,,,,,,,,,,8,,,8,,,,,,,,,"4,485"
26년3월16일 변경,A31G324CLN,A31G324F,A31G324F,48_LQFP,7x7-0.5,FAB-6,0.07,이금란,HUAKE,Xingdi,법인,,,,,,,,,,,,,,,,,,,,,,,"4,485"
26년3월16일 변경,A31G324CLN,A31G324F,A31G324F,48_LQFP,7x7-0.5,FAB-6,0.07,이금란,POLAR,Hemaize,법인,,,,,,,,,,,,,,,,5,,,,,,,"4,485"
26년3월16일 변경,A31G324CUN(T),A31G324F,A31G324F,48_QFN(T),5x5x0.55T-0.35,FAB-6,0.07,남궁윤,(주)그린칩스,이랜텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,485"
26년3월16일 변경,A31G324CUN(T),A31G324F,A31G324F,48_QFN(T),5x5x0.55T-0.35,FAB-6,0.07,이영도,제노스전자(주),SB Tech,영업3팀,,,,,,,,,,,,,5,,,5,,,,,,,"4,485"
26년3월16일 변경,A31G324RLN,A31G324F,A31G324F,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,주식회사 세일테크놀러지,센텍코리아,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,485"
26년3월16일 변경,A31G336CLN,A31G336C,A31G336C,48_LQFP,7x7-0.5,FAB-6,0.07,박용순,Aqtronics,PECSOL Technologies,해외,,,,,,,,,,,,,,,,2,,,,,,,"4,878"
26년3월16일 변경,A31G336KUN,A31G336,A31G336,32_QFN,5x5x0.75T-0.5,FAB-6,0.07,박용순,Serialmicro,EPS BIO TECHNOLOGY,해외,,,,,,,,,,,,,,,,,,,,,,,"4,878"
26년3월16일 변경,A31G336RLN,A31G336C,A31G336C,64_LQFP,10x10-0.5,FAB-6,0.07,박용순,Aqtronics,Bimatic,해외,,,,,,,,,,,,,,,,,,,,,,,"4,878"
26년3월16일 변경,A31G336RLN,A31G336C,A31G336C,64_LQFP,10x10-0.5,FAB-6,0.07,박용순,Aqtronics,Eureka,해외,,,,,,,,2,5,5,5,5,5,5,5,5,,,,,,,"4,878"
26년3월16일 변경,A31G336RLN,A31G336C,A31G336C,64_LQFP,10x10-0.5,FAB-6,0.07,박용순,Aqtronics,Polmon instrument division,해외,,,,,,,,,,,,,,,,2,,,,,,,"4,878"
26년3월16일 변경,A31G336RLN,A31G336C,A31G336C,64_LQFP,10x10-0.5,FAB-6,0.07,박용순,Aqtronics,Vidyutak Enterprises,해외,,,,,,,,2,,2,,,,,,,,,,,,,"4,878"
26년3월16일 변경,A31G336RLN-04,A31G336C,A31G336C,64_LQFP,10x10-0.5,FAB-6,0.07,나경문,주식회사 에스제이솔루션,LG H&A,영업2팀,,,,,,,3,5,5,5,5,5,5,5,5,5,,,,,,,"4,878"
26년3월16일 변경,A31G346RLN-04,A31G346,A31G346,64_LQFP,10x10-0.5,FAB-6,0.07,나경문,주식회사 에스제이솔루션,LG H&A,영업2팀,,,,,,,20,30,50,100,100,200,200,300,300,300,,,,,,,"6,551"
26년3월16일 변경,A31L123CLN,A31L123B,A31L123B-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,(주)그린칩스,디지로그테크,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123CLN,A31L123B,A31L123B-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,(주)그린칩스,에프에스엔피플,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123CLN,A31L123B,A31L123B-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,(주)그린칩스,케이텔,영업3팀,,,,,,,,,,,,,10,10,,5,,,,,,,"5,844"
26년3월16일 변경,A31L123CLN,A31L123B,A31L123B-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,(주)실리콘기어,뉴로시스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123CLN,A31L123B,A31L123B-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,(주)실리콘기어,유니코,영업3팀,,,,,,,20,10,10,10,30,20,20,20,20,20,,,,,,,"5,844"
26년3월16일 변경,A31L123CLN,A31L123B,A31L123B-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,(주)실리콘기어,필리아테크놀러지,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123CLN,A31L123B,A31L123B-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,이데아아이앤씨주식회사,에이원,영업3팀,,,,,,,,,,,3,,3,,3,,,,,,,,"5,844"
26년3월16일 변경,A31L123CLN,A31L123B,A31L123B-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,썬테크놀리지,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123CLN,A31L123B,A31L123B-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,이트리즈시스템,영업3팀,,,,,,,15,8,8,8,,,15,,15,15,,,,,,,"5,844"
26년3월16일 변경,A31L123CLN,A31L123B,A31L123B-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,주식회사 에스제이솔루션,선일일렉콤,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123CLN,A31L123B,A31L123B-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,SOLIDEVER,SITERWELL,법인,,,,,,,,,,10,10,10,,,10,,,,,,,,"5,844"
26년3월16일 변경,A31L123CLN,A31L123B,A31L123B-85,48_LQFP,7x7-0.5,F-4,0.13,이영도,(주)지에스트레이딩,지온메디텍,영업3팀,,,,,,,,,,,,,,,,3,,,,,,,"5,844"
26년3월16일 변경,A31L123CLN,A31L123B,A31L123B-85,48_LQFP,7x7-0.5,F-4,0.13,이영도,(주)지에스트레이딩,퍼스트일렉,영업3팀,,,,,,,,,,,,,3,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123GRN,A31L123B,A31L123B-85,28_TSSOP,173mil,F-4,0.13,남궁윤,(주)그린칩스,디지로그테크,영업3팀,,,,,,,,8,8,8,,8,8,,8,,,,,,,,"5,844"
26년3월16일 변경,A31L123GRN,A31L123B,A31L123B-85,28_TSSOP,173mil,F-4,0.13,남궁윤,(주)그린칩스,에프에스엔피플,영업3팀,,,,,,,,8,8,8,8,,8,16,12,8,,,,,,,"5,844"
26년3월16일 변경,A31L123GRN,A31L123B,A31L123B-85,28_TSSOP,173mil,F-4,0.13,남궁윤,(주)그린칩스,케이텔,영업3팀,,,,,,,40,8,12,,,,,4,,4,,,,,,,"5,844"
26년3월16일 변경,A31L123GRN,A31L123B,A31L123B-85,28_TSSOP,173mil,F-4,0.13,남궁윤,(주)그린칩스,티미,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123KNN,A31L123B,A31L123B-85,32_LQFP,7x7-0.8,F-4,0.13,남궁윤,(주)그린칩스,DSK,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123KNN,A31L123B,A31L123B-85,32_LQFP,7x7-0.8,F-4,0.13,남궁윤,(주)그린칩스,블리스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123KNN,A31L123B,A31L123B-85,32_LQFP,7x7-0.8,F-4,0.13,남궁윤,(주)그린칩스,세스코,영업3팀,,,,,,,,20,,,10,10,10,20,20,10,,,,,,,"5,844"
26년3월16일 변경,A31L123KNN,A31L123B,A31L123B-85,32_LQFP,7x7-0.8,F-4,0.13,남궁윤,주식회사 세일테크놀러지,이티씨,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123KNN,A31L123B,A31L123B-85,32_LQFP,7x7-0.8,F-4,0.13,남궁윤,주식회사 세일테크놀러지,한국스마일산업안전,영업3팀,,,,,,,5,5,10,13,5,5,5,5,5,5,,,,,,,"5,844"
26년3월16일 변경,A31L123KNN,A31L123B,A31L123B-85,32_LQFP,7x7-0.8,F-4,0.13,이금란,CCD,ARROW,법인,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123KNN,A31L123B,A31L123B-85,32_LQFP,7x7-0.8,F-4,0.13,이금란,CHIPSRAIN,VATTI,법인,,,,,,,,,,5,5,5,5,10,10,10,,,,,,,"5,844"
26년3월16일 변경,A31L123KNN,A31L123B,A31L123B-85,32_LQFP,7x7-0.8,F-4,0.13,이금란,MISSION,BWEC,법인,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123KNN,A31L123B,A31L123B-85,32_LQFP,7x7-0.8,F-4,0.13,이금란,SECAIR,SECAIR,법인,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123KNN,A31L123B,A31L123B-85,32_LQFP,7x7-0.8,F-4,0.13,이금란,SOLIDEVER,EI Fire,법인,,,,,,,,,,10,10,,10,,10,,,,,,,,"5,844"
26년3월16일 변경,A31L123KUN,A31L123B,A31L123B-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,남궁윤,(주)그린칩스,템퍼스,영업3팀,,,,,,,,,25,25,,25,,,25,,,,,,,,"5,844"
26년3월16일 변경,A31L123KUN,A31L123B,A31L123B-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,도요엔지니어링,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123KUN,A31L123B,A31L123B-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,박용순,Britestone,SEGI,해외,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123RLN,A31L123B,A31L123B-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)그린칩스,에스알지엠,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123RLN,A31L123B,A31L123B-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)그린칩스,와트로직,영업3팀,,,,,,,,,,,10,,10,10,10,5,,,,,,,"5,844"
26년3월16일 변경,A31L123RLN,A31L123B,A31L123B-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)실리콘기어,솔리티,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123RLN,A31L123B,A31L123B-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,글로벌알앤디,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123RLN,A31L123B,A31L123B-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,리텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123RLN,A31L123B,A31L123B-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,주빅스,영업3팀,,,,,,,11,6,6,6,8,8,8,8,8,8,,,,,,,"5,844"
26년3월16일 변경,A31L123RLN,A31L123B,A31L123B-85,64_LQFP,10x10-0.5,F-4,0.13,이금란,POLAR,Hemaize,법인,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123RLN,A31L123B,A31L123B-85,64_LQFP,10x10-0.5,F-4,0.13,이금란,POLAR,peihua,법인,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123RLN,A31L123B,A31L123B-85,64_LQFP,10x10-0.5,F-4,0.13,이금란,POLAR,zhiyou,법인,,,,,,,3,,,,,10,,,10,10,,,,,,,"5,844"
26년3월16일 변경,A31L123RLN,A31L123B,A31L123B-85,64_LQFP,10x10-0.5,F-4,0.13,이영도,제노스전자(주),대성계전,영업3팀,,,,,,,,5,10,10,20,30,30,30,40,40,,,,,,,"5,844"
26년3월16일 변경,A31L123RLN,A31L123B,A31L123B-85,64_LQFP,10x10-0.5,F-4,0.13,이영도,제노스전자(주),프로테크,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,844"
26년3월16일 변경,A31L123RLN,A31L123B,A31L123B-85,64_LQFP,10x10-0.5,F-4,0.13,이영도,제노스전자(주),플로우미터,영업3팀,,,,,,,,,,,10,20,20,20,30,30,,,,,,,"5,844"
26년3월16일 변경,A31L214CLN,A31L214E,A31L214E-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,(주)그린칩스,위즈유,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,651"
26년3월16일 변경,A31L214MLN,A31L214E,A31L214E-85,80_LQFP,12x12-0.5,F-4,0.13,남궁윤,(주)그린칩스,웰텀,영업3팀,,,,,,,1,,,,,,,,,,,,,,,,"3,651"
26년3월16일 변경,A31L214MLN,A31L214E,A31L214E-85,80_LQFP,12x12-0.5,F-4,0.13,남궁윤,이데아아이앤씨주식회사,유아이,영업3팀,,,,,,,,,,,,1,1,1,1,1,,,,,,,"3,651"
26년3월16일 변경,A31L214MLN,A31L214E,A31L214E-85,80_LQFP,12x12-0.5,F-4,0.13,남궁윤,주식회사 새미칩스,선린테크,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,651"
26년3월16일 변경,A31L214MLN,A31L214E,A31L214E-85,80_LQFP,12x12-0.5,F-4,0.13,이금란,EXCELLTECH,EXCELTEC,법인,,,,,,,,,,,5,10,,15,,,,,,,,,"3,651"
26년3월16일 변경,A31L214RLN,A31L214E,A31L214E-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)실리콘기어,필리아테크놀러지,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,651"
26년3월16일 변경,A31L214RLN,A31L214E,A31L214E-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,o2solution,하이텍RCD,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,651"
26년3월16일 변경,A31L214RLN,A31L214E,A31L214E-85,64_LQFP,10x10-0.5,F-4,0.13,이영도,(주)지에스트레이딩,로보티즈,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,651"
26년3월16일 변경,A31L222FRN,A31L222C,A31L222C-85,20_TSSOP,173mil,F-4,0.13,남궁윤,(주)그린칩스,와트로직,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"8,742"
26년3월16일 변경,A31L222FRN,A31L222C,A31L222C-85,20_TSSOP,173mil,F-4,0.13,이금란,CHIPSRAIN,VATTI,법인,,,,,,,28,10,10,20,20,30,50,50,50,50,,,,,,,"8,742"
26년3월16일 변경,A31L222FRN(T),A31L222C,A31L222C-85,20_TSSOP(T),173mil,F-4,0.13,최헌제,EMPA,deka,해외,,,,,,,,5,,10,,10,,,,,,,,,,,"8,742"
26년3월16일 변경,A31L222FUN,A31L222C,A31L222C-85,20_QFN,4x4x0.75T-0.5,F-4,0.13,남궁윤,(주)실리콘기어,한화마이닝,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"8,742"
26년3월16일 변경,A31M223CL2N,A31M223D,A31M223D,48_LQFP,7x7-0.5,FAB-6S,0.07,남궁윤,o2solution,K-MOTOR,영업3팀,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,"8,124"
26년3월16일 변경,A31M223CL2N,A31M223D,A31M223D,48_LQFP,7x7-0.5,FAB-6S,0.07,남궁윤,o2solution,탑에어,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223CL2N,A31M223D,A31M223D,48_LQFP,7x7-0.5,FAB-6S,0.07,박용순,Nexty,Havells,해외,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223CL2N,A31M223D,A31M223D,48_LQFP,7x7-0.5,FAB-6S,0.07,이금란,CCD,XIAOMI_HA,법인,,,,,,,,,,,,2,5,5,10,15,,,,,,,"8,124"
26년3월16일 변경,A31M223CL2N,A31M223D,A31M223D,48_LQFP,7x7-0.5,FAB-6S,0.07,이금란,SEPL,ELRAD,법인,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223CL2N,A31M223D,A31M223D,48_LQFP,7x7-0.5,FAB-6S,0.07,이금란,THK,Deye,법인,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223CL2N,A31M223D,A31M223D,48_LQFP,7x7-0.5,FAB-6S,0.07,이금란,THK,NengXun,법인,,,,,,,,,5,,,5,5,10,10,10,,,,,,,"8,124"
26년3월16일 변경,A31M223CLN,A31M223D,A31M223D,48_LQFP,7x7-0.5,FAB-6S,0.07,박용순,Nexty,SGS,해외,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223CLN,A31M223D,A31M223D,48_LQFP,7x7-0.5,FAB-6S,0.07,양초영,Sanshin,Hi-Koki,일본,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223GR2N,A31M223D,A31M223D,28_TSSOP,173mil,FAB-6S,0.07,이금란,ALTAS,LONT,법인,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223GR2N,A31M223D,A31M223D,28_TSSOP,173mil,FAB-6S,0.07,이금란,CHIPSRAIN,JINBO,법인,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223GR2N,A31M223D,A31M223D,28_TSSOP,173mil,FAB-6S,0.07,이금란,FST,ShuXing,법인,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223GR2N,A31M223D,A31M223D,28_TSSOP,173mil,FAB-6S,0.07,이금란,MISSION,HETAIYUN,법인,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223GR2N,A31M223D,A31M223D,28_TSSOP,173mil,FAB-6S,0.07,이금란,YORONG,TINHOO,법인,,,,,,,,,,,,,25,25,25,25,,,,,,,"8,124"
26년3월16일 변경,A31M223GR2N(T),A31M223D,A31M223D,28_TSSOP(T),173mil,FAB-6S,0.07,박용순,Aqtronics,MinebeaMitsumi,해외,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223GR2N(T),A31M223D,A31M223D,28_TSSOP(T),173mil,FAB-6S,0.07,양초영,Koshida Tech,Mitsubishi,일본,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223GR2N(T),A31M223D,A31M223D,28_TSSOP(T),173mil,FAB-6S,0.07,이금란,RMW,KEXISI,법인,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223GR2N(T),A31M223D,A31M223D,28_TSSOP(T),173mil,FAB-6S,0.07,이금란,YORONG,TINHOO,법인,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223KN2N,A31M223D,A31M223D,32_LQFP,7x7-0.8,FAB-6S,0.07,남궁윤,(주)그린칩스,정원전자,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223KN2N,A31M223D,A31M223D,32_LQFP,7x7-0.8,FAB-6S,0.07,박용순,Nexty,Elin Electronics Ltd,해외,,,,,,,,,,,,,,,,2,,,,,,,"8,124"
26년3월16일 변경,A31M223KN2N,A31M223D,A31M223D,32_LQFP,7x7-0.8,FAB-6S,0.07,박용순,Nexty,MS ELECTROVISION INDIA,해외,,,,,,,,,,,,,,,,2,,,,,,,"8,124"
26년3월16일 변경,A31M223KN2N,A31M223D,A31M223D,32_LQFP,7x7-0.8,FAB-6S,0.07,박용순,Nexty,SGS,해외,,,,,,,,,,3,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223KN2N,A31M223D,A31M223D,32_LQFP,7x7-0.8,FAB-6S,0.07,박용순,Nexty,일진전기,해외,,,,,,,,,,,5,5,5,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223KN2N,A31M223D,A31M223D,32_LQFP,7x7-0.8,FAB-6S,0.07,양초영,Koshida Tech,Mitsubishi,일본,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223KN2N,A31M223D,A31M223D,32_LQFP,7x7-0.8,FAB-6S,0.07,이금란,SEPL,ELRAD,법인,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223KNN,A31M223D,A31M223D,32_LQFP,7x7-0.8,FAB-6S,0.07,박용순,Nexty,Elin Electronics Ltd,해외,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223KNN,A31M223D,A31M223D,32_LQFP,7x7-0.8,FAB-6S,0.07,박용순,Semiconic,SGS,해외,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31M223KNN,A31M223D,A31M223D,32_LQFP,7x7-0.8,FAB-6S,0.07,박용순,Semiconic,TVS LUCAS,해외,,,,,,,,,,,,,,,,,,,,,,,"8,124"
26년3월16일 변경,A31Q633CU2N,A31Q633,A31Q633,48_QFN,6x6x0.75T-0.4,FAB-6,0.13,남궁윤,(주)그린칩스,유니크,영업3팀,,,,,,,,,,,,,,,65,100,,,,,,,"2,402"
26년3월16일 변경,A31R118CUN-02,A31R112H,A31R112H,48_QFN,6x6x0.75T-0.4,TSMC,0.06,권오빈,Direct,SEC DA,영업1팀,,,,,,,203,200,200,200,200,200,200,50,,,,,,,,,"12,406"
26년3월16일 변경,A31R118CUN-02,A31R112H,A31R112H,48_QFN,6x6x0.75T-0.4,TSMC,0.06,남궁윤,(주)그린칩스,아이시냅스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"12,406"
26년3월16일 변경,A31R118CUN-02,A31R112H,A31R112H,48_QFN,6x6x0.75T-0.4,TSMC,0.06,남궁윤,(주)실리콘기어,NUC 전자,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"12,406"
26년3월16일 변경,A31R118CUN-02,A31R112H,A31R112H,48_QFN,6x6x0.75T-0.4,TSMC,0.06,남궁윤,(주)실리콘기어,디바이스디자인,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"12,406"
26년3월16일 변경,A31R118CUN-02,A31R112H,A31R112H,48_QFN,6x6x0.75T-0.4,TSMC,0.06,남궁윤,이데아아이앤씨주식회사,모비케이,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"12,406"
26년3월16일 변경,A31R118CUN-02,A31R112H,A31R112H,48_QFN,6x6x0.75T-0.4,TSMC,0.06,남궁윤,이데아아이앤씨주식회사,엠트리센,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"12,406"
26년3월16일 변경,A31R118CUN-02,A31R112H,A31R112H,48_QFN,6x6x0.75T-0.4,TSMC,0.06,남궁윤,이데아아이앤씨주식회사,포스트케어,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"12,406"
26년3월16일 변경,A31R118CUN-02,A31R112H,A31R112H,48_QFN,6x6x0.75T-0.4,TSMC,0.06,남궁윤,주식회사 세일테크놀러지,엠에스티코퍼레이션,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"12,406"
