구분1,Device Name,Base Array,Wafer Name,PKG type,Body Size,FAB,DR,담당자,대리점,고객,지역,25Y 9월,25Y 10월,25Y 11월,25Y 12월,26Y 1월,26Y 2월,26Y 3월,26Y 4월,26Y 5월,26Y 6월,26Y 7월,26Y 8월,26Y 9월,26Y 10월,26Y 11월,26Y 12월,27Y 1월,27Y 2월,27Y 3월,27Y 4월,27Y 5월,27Y 6월,Netdie
26년3월16일 변경,A31G123MLN,A31G123D,A31G123D-85,80_LQFP,12x12-0.5,F-4,0.13,남궁윤,(주)실리콘기어,교원,영업3팀,,,,,,,7,4,2,4,4,4,4,4,4,4,,,,,,,"6,444"
26년3월16일 변경,A31G123MLN,A31G123D,A31G123D-85,80_LQFP,12x12-0.5,F-4,0.13,남궁윤,(주)실리콘기어,클리오,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123MLN,A31G123D,A31G123D-85,80_LQFP,12x12-0.5,F-4,0.13,남궁윤,이데아아이앤씨주식회사,라온솔루션,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123MLN,A31G123D,A31G123D-85,80_LQFP,12x12-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,이지테크,영업3팀,,,,,,,4,6,5,5,4,4,4,4,4,4,,,,,,,"6,444"
26년3월16일 변경,A31G123MLN,A31G123D,A31G123D-85,80_LQFP,12x12-0.5,F-4,0.13,이금란,HTW,Wicom,법인,,,,,,,,26,26,26,26,26,26,26,26,26,,,,,,,"6,444"
26년3월16일 변경,A31G123MLN,A31G123D,A31G123D-85,80_LQFP,12x12-0.5,F-4,0.13,이금란,YORONG,CHANGHONG,법인,,,,,,,,1,2,2,1,1,2,4,1,4,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)그린칩스,대영전자,영업3팀,,,,,,,32,,,,,,,16,16,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)그린칩스,로이텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)그린칩스,소프트랩,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)그린칩스,아너스테크,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)그린칩스,에이스전자,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)실리콘기어,JM디지텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)실리콘기어,교원,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)실리콘기어,네오정보시스템,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)실리콘기어,대성셀틱,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)실리콘기어,바램시스템,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)실리콘기어,위닉스,영업3팀,,,,,,,93,117,109,106,74,74,74,74,74,74,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)실리콘기어,제이앤티,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)실리콘기어,쿠쿠홈시스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)실리콘기어,파세코,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,(주)실리콘기어,한성시스코,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,이데아아이앤씨주식회사,코웨이,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,주식회사 새미칩스,인천측기,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,이지테크,영업3팀,,,,,,,8,8,8,8,6,10,10,10,6,6,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,이금란,CHIPSRAIN,YUESHENG,법인,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,이금란,GRANDFE,TOPBAND,법인,,,,,,,,,,,,10,,,10,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,이금란,HTW,Wicom,법인,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,이금란,MISSION,HMJD,법인,,,,,,,3,3,3,5,,5,,5,,5,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,이금란,POLAR,Hemaize,법인,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,이영도,(주)지에스트레이딩,성우전자,영업3팀,,,,,,,2,2,,3,5,3,10,10,10,10,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,이영도,(주)지에스트레이딩,성우전자/미션테크,영업3팀,,,,,,,2,,,3,2,3,2,3,2,3,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,이영도,(주)지에스트레이딩,엠오전자/미션테크,영업3팀,,,,,,,,2,,,,,5,2,,2,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,이영도,(주)지에스트레이딩,켄코퍼레이션,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123RLN,A31G123D,A31G123D-85,64_LQFP,10x10-0.5,F-4,0.13,이재은,HET,Middleby,해외,,,,,,,,21,,27,23,,,25,,60,,,,,,,"6,444"
26년3월16일 변경,A31G123RN2N,A31G123D,A31G123D-105,64_LQFP,14x14-0.8,F-4,0.13,이금란,FST,MIDEA MWO,법인,,,,,,,200,100,150,130,100,130,140,140,140,140,,,,,,,"6,444"
26년3월16일 변경,A31G123RN2N,A31G123D,A31G123D-105,64_LQFP,14x14-0.8,F-4,0.13,이금란,GRANDFE,MIDEA MWO,법인,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123SQ2N,A31G123D,A31G123D-105,44_MQFP,10x10-0.8,F-4,0.13,이금란,CCD,YUELONG,법인,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123SQN,A31G123D,A31G123D-85,44_MQFP,10x10-0.8,F-4,0.13,권오빈,(주)그린칩스,삼진,영업1팀,,,,,,,,80,40,40,40,40,40,40,40,40,,,,,,,"6,444"
26년3월16일 변경,A31G123SQN,A31G123D,A31G123D-85,44_MQFP,10x10-0.8,F-4,0.13,남궁윤,(주)그린칩스,TJ미디어,영업3팀,,,,,,,,,,,,,3,2,3,2,,,,,,,"6,444"
26년3월16일 변경,A31G123SQN,A31G123D,A31G123D-85,44_MQFP,10x10-0.8,F-4,0.13,남궁윤,(주)그린칩스,소프트랩,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123SQN,A31G123D,A31G123D-85,44_MQFP,10x10-0.8,F-4,0.13,남궁윤,(주)실리콘기어,청호나이스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123SQN,A31G123D,A31G123D-85,44_MQFP,10x10-0.8,F-4,0.13,남궁윤,주식회사 세일테크놀러지,세명전자,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123SQN,A31G123D,A31G123D-85,44_MQFP,10x10-0.8,F-4,0.13,남궁윤,주식회사 세일테크놀러지,윈스코,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123SQN,A31G123D,A31G123D-85,44_MQFP,10x10-0.8,F-4,0.13,남궁윤,주식회사 세일테크놀러지,이지테크,영업3팀,,,,,,,17,18,18,18,12,15,15,15,15,15,,,,,,,"6,444"
26년3월16일 변경,A31G123SQN,A31G123D,A31G123D-85,44_MQFP,10x10-0.8,F-4,0.13,이금란,RMW,SATURN,법인,,,,,,,,,,,5,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123SQN,A31G123D,A31G123D-85,44_MQFP,10x10-0.8,F-4,0.13,이금란,THK,Deye,법인,,,,,,,100,20,20,35,5,20,20,20,20,20,,,,,,,"6,444"
26년3월16일 변경,A31G123SQN,A31G123D,A31G123D-85,44_MQFP,10x10-0.8,F-4,0.13,이영도,(주)지에스트레이딩,엠오전자/미션테크,영업3팀,,,,,,,,,,,,6,,6,,6,,,,,,,"6,444"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,권오빈,(주)그린칩스,DGT,영업1팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,ESTECH,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,대영전자,영업3팀,,,,,,,33,,,,,,,13,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,신동아ES,영업3팀,,,,,,,8,,,,,,,8,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,아이콘트롤,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,에드솔,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,에이치티엑세스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,위니아딤채,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,윌링스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,유엔씨에스아이,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,투에스텍,영업3팀,,,,,,,10,,,,,,,,20,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,이데아아이앤씨주식회사,엘소프트,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,이데아아이앤씨주식회사,이엠텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,이데아아이앤씨주식회사,좋은뜻기술,영업3팀,,,,,,,,,,,,,,,,3,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,이데아아이앤씨주식회사,카하엘,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,주식회사 세일테크놀러지,다온시스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,주식회사 세일테크놀러지,두잇디자인,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,주식회사 세일테크놀러지,디지탈컴,영업3팀,,,,,,,3,15,15,18,,3,3,3,3,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,주식회사 세일테크놀러지,씨엔씨테크,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,박용순,Semiconic,Vidyutechnologiez,해외,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,이금란,CCD,LISAI,법인,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,이금란,GRANDFE,TOPBAND,법인,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,이금란,POLAR,Hemaize,법인,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,이금란,POLAR,RIHUIDA,법인,,,,,,,,,,10,10,5,30,15,15,15,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,이금란,SOLIDEVER,Dafeng,법인,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,이영도,(주)지에스트레이딩,엠오전자/미션테크,영업3팀,,,,,,,,,,,,3,,3,,3,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,이영도,(주)지에스트레이딩,윤하테크,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,이영도,제노스전자(주),더원 인터네셔널,영업3팀,,,,,,,,,3,,,3,,,3,3,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,이재은,HET,Middleby,해외,,,,,,,5,28,,27,23,,30,30,30,30,,,,,,,"6,188"
26년3월16일 변경,A31G213CL2N,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,최헌제,EMPA,deka,해외,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213CLN,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,박용순,Semiconic,Triage medical,해외,,,,,,,,,5,,,,,,5,,,,,,,,"6,188"
26년3월16일 변경,A31G213CLN,A31G213D,A31G213D,48_LQFP,7x7-0.5,FAB-6,0.07,양초영,Sanshin,Sharp,일본,,,,,,,10,55,15,20,20,20,20,20,20,20,,,,,,,"6,188"
26년3월16일 변경,A31G213GRN,A31G213D,A31G213D,28_TSSOP,173mil,FAB-6,0.07,나경문,주식회사 에스제이솔루션,LG H&A,영업2팀,,,,,,,4,,,5,5,5,5,5,5,5,,,,,,,"6,188"
26년3월16일 변경,A31G213GRN,A31G213D,A31G213D,28_TSSOP,173mil,FAB-6,0.07,남궁윤,이데아아이앤씨주식회사,엔에스솔루션,영업3팀,,,,,,,8,16,,,,4,,,4,,,,,,,,"6,188"
26년3월16일 변경,A31G213GRN,A31G213D,A31G213D,28_TSSOP,173mil,FAB-6,0.07,남궁윤,주식회사 에스제이솔루션,파란전자,영업3팀,,,,,,,12,8,8,8,8,8,8,8,8,8,,,,,,,"6,188"
26년3월16일 변경,A31G213GRN(T),A31G213D,A31G213D,28_TSSOP(T),173mil,FAB-6,0.07,나경문,㈜ SJ Solution,LG H&A,영업2팀,,,,,,,10,15,15,15,15,15,15,15,15,15,,,,,,,"6,188"
26년3월16일 변경,A31G213GRN(T),A31G213D,A31G213D,28_TSSOP(T),173mil,FAB-6,0.07,최헌제,EMPA,El-sweady,해외,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G213GRN(T),A31G213D,A31G213D,28_TSSOP(T),173mil,FAB-6,0.07,최헌제,EMPA,ISIPARK,해외,,,,,,,,,,,,,,,,,,,,,,,"6,188"
26년3월16일 변경,A31G224CLN,A31G226C,A31G226C,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,에스티엠,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224CLN,A31G226C,A31G226C,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,정원씨앤에스,영업3팀,,,,,,,,,,,,,,,3,,,,,,,,"4,462"
26년3월16일 변경,A31G224CLN,A31G226C,A31G226C,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,o2solution,넥스트파워,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224CLN,A31G226C,A31G226C,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,o2solution,리페어코리아,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224CLN,A31G226C,A31G226C,48_LQFP,7x7-0.5,FAB-6,0.07,남궁윤,o2solution,탑에어,영업3팀,,,,,,,5,3,3,5,5,5,5,20,20,20,,,,,,,"4,462"
26년3월16일 변경,A31G224CLN,A31G226C,A31G226C,48_LQFP,7x7-0.5,FAB-6,0.07,박용순,Semiconic,NEW CUSTOMER,해외,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224CLN,A31G226C,A31G226C,48_LQFP,7x7-0.5,FAB-6,0.07,박용순,Semiconic,Nipped elctricals,해외,,,,,,,3,3,5,,5,5,5,5,5,5,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,(주)실리콘기어,BnS Engineering,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,(주)실리콘기어,JNT,영업3팀,,,,,,,85,38,30,30,30,21,30,21,21,21,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,(주)실리콘기어,뉴로시스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,(주)실리콘기어,선일금고,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,(주)실리콘기어,세스코,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,(주)실리콘기어,위닉스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,(주)실리콘기어,클리오,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,이데아아이앤씨주식회사,쿠첸,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,주식회사 세일테크놀러지,삼현,영업3팀,,,,,,,3,6,5,5,2,2,2,2,2,2,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,주식회사 세일테크놀러지,씨엔씨테크,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,남궁윤,주식회사 에스제이솔루션,비엔테크,영업3팀,,,,,,,10,10,10,10,10,10,10,10,10,10,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,박용순,Semiconic,Nipped elctricals,해외,,,,,,,,5,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,양초영,Micro Summit,ICOM,일본,,,,,,,,,,,,,,8,8,8,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,양초영,Mikasa,Panasonic,일본,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,양초영,Sanshin,Sharp,일본,,,,,,,10,20,10,,,,,5,5,5,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,이금란,CCD,CCD-RD,법인,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,이금란,MISSION,BWEC,법인,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,이영도,(주)지에스트레이딩,대윤전자,영업3팀,,,,,,,,,,,,,5,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,이영도,(주)지에스트레이딩,성우전자,영업3팀,,,,,,,,6,3,6,6,10,6,10,6,10,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,이영도,(주)지에스트레이딩,세미마스터,영업3팀,,,,,,,,2,,2,,2,,,,2,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,이영도,(주)지에스트레이딩,인더랩,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G224RL2N,A31G226C,A31G226C,64_LQFP,10x10-0.5,FAB-6,0.07,이영도,제노스전자(주),HLE,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G226CLN,A31G226C,A31G226C,48_LQFP,7x7-0.5,FAB-6,0.07,박용순,Semiconic,NEW CUSTOMER,해외,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G226ML2N,A31G226C,A31G226C,80_LQFP,12x12-0.5,FAB-6,0.07,남궁윤,(주)그린칩스,투에스텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G226ML2N,A31G226C,A31G226C,80_LQFP,12x12-0.5,FAB-6,0.07,남궁윤,(주)실리콘기어,NUC 전자,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G226ML2N,A31G226C,A31G226C,80_LQFP,12x12-0.5,FAB-6,0.07,남궁윤,(주)실리콘기어,뉴로시스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G226ML2N,A31G226C,A31G226C,80_LQFP,12x12-0.5,FAB-6,0.07,남궁윤,(주)실리콘기어,성철사,영업3팀,,,,,,,2,2,,1,6,6,6,6,6,6,,,,,,,"4,462"
26년3월16일 변경,A31G226ML2N,A31G226C,A31G226C,80_LQFP,12x12-0.5,FAB-6,0.07,남궁윤,(주)실리콘기어,세스코,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G226ML2N,A31G226C,A31G226C,80_LQFP,12x12-0.5,FAB-6,0.07,남궁윤,(주)실리콘기어,코텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G226ML2N,A31G226C,A31G226C,80_LQFP,12x12-0.5,FAB-6,0.07,남궁윤,o2solution,산일전기,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"4,462"
26년3월16일 변경,A31G226ML2N,A31G226C,A31G226C,80_LQFP,12x12-0.5,FAB-6,0.07,남궁윤,이데아아이앤씨주식회사,MH개발,영업3팀,,,,,,,,1,,,,,,1,,,,,,,,,"4,462"
